,Advice.to.Sr..Management,Advice_to_management,sentiment,Polarity,Subjectivity,sentiment_txt
171,Fire poor managers at once.,Fire poor managers at once.,"Sentiment(polarity=-0.4, subjectivity=0.6)",0.0,0.0,neu
172,None. You are what you are.,None. You are what you are.,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,neu
173,keep doing what you are doing,keep doing what you are doing,"Sentiment(polarity=0.0, subjectivity=0.0)",0.3268707482993197,0.5598377812663526,pos
174,"In order for the company to be successful, you need right people in the right roles. There are strong junior and mid level managers that are good but senior managers are not very strong leaders.","In order for the company to be successful, you need right people in the right roles. There are strong junior and mid level managers that are good but senior managers are not very strong leaders.","Sentiment(polarity=0.3268707482993197, subjectivity=0.5598377812663526)",0.1,0.2,pos
175,- Don't let the old way of doing things stop innovation.,- Don't let the old way of doing things stop innovation.,"Sentiment(polarity=0.1, subjectivity=0.2)",0.3,0.0,pos
176,Share the company's success with your employees in tandem with shareholders,Share the company's success with your employees in tandem with shareholders,"Sentiment(polarity=0.3, subjectivity=0.0)",0.35000000000000003,0.35555555555555557,pos
177,"People is your best asset. If there is no clear goals and clear communication, people will leave.","People is your best asset. If there is no clear goals and clear communication, people will leave.","Sentiment(polarity=0.35000000000000003, subjectivity=0.35555555555555557)",0.0,0.0,neu
178,Protect talent,Protect talent,"Sentiment(polarity=0.0, subjectivity=0.0)",0.3,0.0,pos
179,Let your knowledgeable employees help organize projects and define success.  Share accountability with them on projects.,Let your knowledgeable employees help organize projects and define success.  Share accountability with them on projects.,"Sentiment(polarity=0.3, subjectivity=0.0)",0.175,0.45625,pos
180,There really isn't anything that can be said to management as they are most likely in the same boat and are working day to day in hopes they won't get cut.,There really isn't anything that can be said to management as they are most likely in the same boat and are working day to day in hopes they won't get cut.,"Sentiment(polarity=0.175, subjectivity=0.45625)",0.0,0.0,neu
181,Start walking the talk on culture and values,Start walking the talk on culture and values,"Sentiment(polarity=0.0, subjectivity=0.0)",1.0,0.3,pos
182,"Pick a leadership team and stick with it
Best way to improve morale is through compensation","Pick a leadership team and stick with it
Best way to improve morale is through compensation","Sentiment(polarity=1.0, subjectivity=0.3)",0.525,0.625,pos
183,"Great talent leaving your company,  your competitors are treating your employees better than you.  S&P has great history,  Please open your eyes to save the talent.","Great talent leaving your company,  your competitors are treating your employees better than you.  S&P has great history,  Please open your eyes to save the talent.","Sentiment(polarity=0.525, subjectivity=0.625)",-0.075,0.3,neg
184,"Take care of the talent you have, you will see soon enough that moving all support to India is not worth it.","Take care of the talent you have, you will see soon enough that moving all support to India is not worth it.","Sentiment(polarity=-0.075, subjectivity=0.3)",0.5,0.5,pos
185,Invest in better IT systems.,Invest in better IT systems.,"Sentiment(polarity=0.5, subjectivity=0.5)",0.0,0.0,neu
186,Reduce number of reorganizations. Promote from within.,Reduce number of reorganizations. Promote from within.,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.07692307692307693,neu
187,"Suggest regular review of work, and responsiveness to requests","Suggest regular review of work, and responsiveness to requests","Sentiment(polarity=0.0, subjectivity=0.07692307692307693)",-0.004166666666666652,0.6527777777777779,neg
188,"You want advice? You don't deserve advice! When I got stuck with a terrible manager, who would yell at me at my cubicle with dozens of peers in earshot (all confirmed by MANY peers under her as well), the ""proper channels"" did absolutely nothing about it, and it took me years to find our that ""HR partners"" for every department even exist!

Also, every 8 hour day is divided into 15 minutes real work and 7-3/4 hours justifying it via scrum stories, forms, test cases, etc., etc., all on the worker's own - absolutely no thought given to automating or streamlining anything. Focus on results more than process and protecting your butts!

Finally: your BS town halls full of inspirational philosophical crap are a complete waste of time and lies, and everyone knows it. Our cubicles are coffins squeezing ever tighter, even as you preach out-of-the-box and helping the company generally. It's totally laughable, you blithering idiots. Wake up by spending ""a day in the life of a developer"". No, a month!","You want advice? You don't deserve advice! When I got stuck with a terrible manager, who would yell at me at my cubicle with dozens of peers in earshot (all confirmed by MANY peers under her as well), the ""proper channels"" did absolutely nothing about it, and it took me years to find our that ""HR partners"" for every department even exist!

Also, every 8 hour day is divided into 15 minutes real work and 7-3/4 hours justifying it via scrum stories, forms, test cases, etc., etc., all on the worker's own - absolutely no thought given to automating or streamlining anything. Focus on results more than process and protecting your butts!

Finally: your BS town halls full of inspirational philosophical crap are a complete waste of time and lies, and everyone knows it. Our cubicles are coffins squeezing ever tighter, even as you preach out-of-the-box and helping the company generally. It's totally laughable, you blithering idiots. Wake up by spending ""a day in the life of a developer"". No, a month!","Sentiment(polarity=-0.004166666666666652, subjectivity=0.6527777777777779)",0.16,0.5399999999999999,pos
189,Keep engagement high,Keep engagement high,"Sentiment(polarity=0.16, subjectivity=0.5399999999999999)",0.053796756628787856,0.4443181818181818,pos
190,"Stop underestimating and undermining your current employees. We understand the value of change and know the business. Maybe the new leadership should learn the people and the business a little better. 

Before hiring outsiders to lead consider putting 'acting' managers in place to see if your existing talent can do the job before disqualifying them, you may be surprised how many diamonds you passed off as lumps of coal. 

Stop trying to out do one another. The biggest failure at teamwork is you!!  Shame on you all!","Stop underestimating and undermining your current employees. We understand the value of change and know the business. Maybe the new leadership should learn the people and the business a little better. 

Before hiring outsiders to lead consider putting 'acting' managers in place to see if your existing talent can do the job before disqualifying them, you may be surprised how many diamonds you passed off as lumps of coal. 

Stop trying to out do one another. The biggest failure at teamwork is you!!  Shame on you all!","Sentiment(polarity=0.053796756628787856, subjectivity=0.4443181818181818)",0.5,0.5,pos
191,Allow more room for employee growth.,Allow more room for employee growth.,"Sentiment(polarity=0.5, subjectivity=0.5)",0.10000000000000002,0.2611111111111111,pos
192,Provide clear career path for the star analysts and take early action to correct nonperforming ones.,Provide clear career path for the star analysts and take early action to correct nonperforming ones.,"Sentiment(polarity=0.10000000000000002, subjectivity=0.2611111111111111)",0.6,0.7000000000000001,pos
193,Wake up. Your own leadership team causes more harm than good.,Wake up. Your own leadership team causes more harm than good.,"Sentiment(polarity=0.6, subjectivity=0.7000000000000001)",0.7,0.6000000000000001,pos
194,Need a good balance,Need a good balance,"Sentiment(polarity=0.7, subjectivity=0.6000000000000001)",0.0,0.0,neu
195,Get the vision going,Get the vision going,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,neu
196,Establish and manage by measurable objectives.  The majority of the employees in the IT department have no idea what their deliverables are.,Establish and manage by measurable objectives.  The majority of the employees in the IT department have no idea what their deliverables are.,"Sentiment(polarity=0.0, subjectivity=0.0)",0.7,0.2,pos
197,Pick a mission/goal and stick with it. Invest in employee's education and happiness. Mentor new/young employees to help them grow skills.,Pick a mission/goal and stick with it. Invest in employee's education and happiness. Mentor new/young employees to help them grow skills.,"Sentiment(polarity=0.7, subjectivity=0.2)",0.0,0.3,neu
198,The strategy for the management team is to to run for short term profit and no concern for the people side of the equation.,The strategy for the management team is to to run for short term profit and no concern for the people side of the equation.,"Sentiment(polarity=0.0, subjectivity=0.3)",0.09523809523809523,0.5535714285714285,pos
199,Show you care about people by giving the right incentive. Train your HR to treat all potential employees with basic respect. Don't be a bigot.,Show you care about people by giving the right incentive. Train your HR to treat all potential employees with basic respect. Don't be a bigot.,"Sentiment(polarity=0.09523809523809523, subjectivity=0.5535714285714285)",0.7,0.6000000000000001,pos
200,Keep up the good work,Keep up the good work,"Sentiment(polarity=0.7, subjectivity=0.6000000000000001)",0.10000000000000002,0.20000000000000004,pos
201,This department needs a complete restructure. Training methods are obsolete and mentors are left to train incoming analysts without much help or guidance from management.,This department needs a complete restructure. Training methods are obsolete and mentors are left to train incoming analysts without much help or guidance from management.,"Sentiment(polarity=0.10000000000000002, subjectivity=0.20000000000000004)",0.22857142857142856,0.4785714285714286,pos
202,"The situation: S&P has a brand name which affords huge value, as well as an infrastructure and senior management built over several decades.  Consequently,  senior management needs to to shake things up just the right amount--enough to thrive going forward without disrupting existing business.","The situation: S&P has a brand name which affords huge value, as well as an infrastructure and senior management built over several decades.  Consequently,  senior management needs to to shake things up just the right amount--enough to thrive going forward without disrupting existing business.","Sentiment(polarity=0.22857142857142856, subjectivity=0.4785714285714286)",0.5,0.5,pos
203,Allow employers to advance or change in departments that make them more productive and happier.,Allow employers to advance or change in departments that make them more productive and happier.,"Sentiment(polarity=0.5, subjectivity=0.5)",0.0,0.0,neu
204,Stop micromanaging your employees.,Stop micromanaging your employees.,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,neu
205,"Give employees a path to grow, or they will find growth elsewhere.  Get rid of a couple layers of management.","Give employees a path to grow, or they will find growth elsewhere.  Get rid of a couple layers of management.","Sentiment(polarity=0.0, subjectivity=0.0)",0.5,0.5,pos
206,"Value your employees, you are losing top talent every day.","Value your employees, you are losing top talent every day.","Sentiment(polarity=0.5, subjectivity=0.5)",0.0,0.0,neu
207,raise compensation,raise compensation,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.41666666666666663,neu
208,"Stop making constant changes, meet and support your employees. Emails about ACE awards is not enough. Make it a nicer place to work.","Stop making constant changes, meet and support your employees. Emails about ACE awards is not enough. Make it a nicer place to work.","Sentiment(polarity=0.0, subjectivity=0.41666666666666663)",1.0,0.3,pos
209,Focus on efficiency and cultivating the best analyst on Wall Street rather than expense mgmt,Focus on efficiency and cultivating the best analyst on Wall Street rather than expense mgmt,"Sentiment(polarity=1.0, subjectivity=0.3)",0.5,0.5,pos
210,More accessibility and support for staff,More accessibility and support for staff,"Sentiment(polarity=0.5, subjectivity=0.5)",0.16666666666666666,0.21666666666666667,pos
211,"Give proper incentives to your employees outside of the analytical community, do a better job of linking skills to positions","Give proper incentives to your employees outside of the analytical community, do a better job of linking skills to positions","Sentiment(polarity=0.16666666666666666, subjectivity=0.21666666666666667)",0.023333333333333338,0.36833333333333335,pos
212,"Focus on profits and not just costs or revenues, ROI analysis is a real thing that for-profit companies find helpful.  Protect the core franchise by listening to and supporting your rating analysts.  On regulation, emulate the banks and open serious dialogues with the regulators and be prepared to teach them about the rating business and learn from them about risk management at the same time.","Focus on profits and not just costs or revenues, ROI analysis is a real thing that for-profit companies find helpful.  Protect the core franchise by listening to and supporting your rating analysts.  On regulation, emulate the banks and open serious dialogues with the regulators and be prepared to teach them about the rating business and learn from them about risk management at the same time.","Sentiment(polarity=0.023333333333333338, subjectivity=0.36833333333333335)",0.0,0.0,neu
213,Invest in IT (data and workflow management). Simplify processes and methodologies. Work on improving employee morale.,Invest in IT (data and workflow management). Simplify processes and methodologies. Work on improving employee morale.,"Sentiment(polarity=0.0, subjectivity=0.0)",0.5,0.5,pos
214,Focus on identifying and retaining top talent,Focus on identifying and retaining top talent,"Sentiment(polarity=0.5, subjectivity=0.5)",0.08333333333333333,0.3333333333333333,pos
215,Take care of your people or they will run to the next decently paying opportunity out there,Take care of your people or they will run to the next decently paying opportunity out there,"Sentiment(polarity=0.08333333333333333, subjectivity=0.3333333333333333)",0.0,0.0,neu
216,none,none,"Sentiment(polarity=0.0, subjectivity=0.0)",-0.4,0.6,neg
217,Pay attention to your customers and don't gauge them. At some point entities will have a choice about rating agencies and will not use the one where they were treated poorly.,Pay attention to your customers and don't gauge them. At some point entities will have a choice about rating agencies and will not use the one where they were treated poorly.,"Sentiment(polarity=-0.4, subjectivity=0.6)",0.0,0.0,neu
218,"Listen to your employees , not dismiss them if they do not have a degree.","Listen to your employees , not dismiss them if they do not have a degree.","Sentiment(polarity=0.0, subjectivity=0.0)",0.05833333333333334,0.5,pos
219,"Interview according more to the analyst program itself. Obviously the candidates need to have a general finance background, but don't ask questions that aren't reflective of the analyst program. I don't know why the management team feels the need to ask investment banking questions and overly difficult questions. Also, be more responsive to the first and second analyst class - we will help you and HR refine the program so work with us. Take each of our feedback seriously.","Interview according more to the analyst program itself. Obviously the candidates need to have a general finance background, but don't ask questions that aren't reflective of the analyst program. I don't know why the management team feels the need to ask investment banking questions and overly difficult questions. Also, be more responsive to the first and second analyst class - we will help you and HR refine the program so work with us. Take each of our feedback seriously.","Sentiment(polarity=0.05833333333333334, subjectivity=0.5)",0.575,0.625,pos
220,Please hire appropriate top management to lead the company. Your market shares has dropped to the bottom and Fitch is more than happy to gobble them up.,Please hire appropriate top management to lead the company. Your market shares has dropped to the bottom and Fitch is more than happy to gobble them up.,"Sentiment(polarity=0.575, subjectivity=0.625)",0.3333333333333333,0.5,pos
221,Stick to a president for a while so the culture you want can take hold. Value our employees truly -- don't just give it lip service. If you're going to be quick to change process that you need to be quick to respond to employees' needs. The lag creates animosity.,Stick to a president for a while so the culture you want can take hold. Value our employees truly -- don't just give it lip service. If you're going to be quick to change process that you need to be quick to respond to employees' needs. The lag creates animosity.,"Sentiment(polarity=0.3333333333333333, subjectivity=0.5)",0.5,0.5,pos
222,Invest more in development and stop losing senior women,Invest more in development and stop losing senior women,"Sentiment(polarity=0.5, subjectivity=0.5)",0.53125,0.49375,pos
223,Good work!! keep going but need higher level management more accessible,Good work!! keep going but need higher level management more accessible,"Sentiment(polarity=0.53125, subjectivity=0.49375)",0.0,1.0,neu
224,Improve compensation and streamline compliance as much as possible.,Improve compensation and streamline compliance as much as possible.,"Sentiment(polarity=0.0, subjectivity=1.0)",0.21666666666666665,0.375,pos
225,"Keep up the good work. As long as you keep the same business model, you'll be successufl.","Keep up the good work. As long as you keep the same business model, you'll be successufl.","Sentiment(polarity=0.21666666666666665, subjectivity=0.375)",0.0,0.025,neu
226,Promote culture to hire from within rather than go outside to fill positions especially in upper management.   Stop it will all the compliance training.,Promote culture to hire from within rather than go outside to fill positions especially in upper management.   Stop it will all the compliance training.,"Sentiment(polarity=0.0, subjectivity=0.025)",0.0,0.0,neu
227,"Put people first--all of your employees, not just upper management.","Put people first--all of your employees, not just upper management.","Sentiment(polarity=0.0, subjectivity=0.0)",0.15,0.575,pos
228,"Destroying the company, very shortsighted.  Looking only to maximize shareholder value and increase size of its own bonus.","Destroying the company, very shortsighted.  Looking only to maximize shareholder value and increase size of its own bonus.","Sentiment(polarity=0.15, subjectivity=0.575)",0.0,0.0,neu
229,enforce accountability and change to meritocracy.,enforce accountability and change to meritocracy.,"Sentiment(polarity=0.0, subjectivity=0.0)",-0.11666666666666665,0.15555555555555556,neg
230,Review your management team OFTEN - listen to those that report to them - believe what you actually see not hear from your management team. No manager is infallible so stop paying your lawyers to bail the incompetent out.  STOP OUTSOURCING - you'll never get your clients approval or restore their faith in the company until the environment changes and you go back to appreciating your employees.,Review your management team OFTEN - listen to those that report to them - believe what you actually see not hear from your management team. No manager is infallible so stop paying your lawyers to bail the incompetent out.  STOP OUTSOURCING - you'll never get your clients approval or restore their faith in the company until the environment changes and you go back to appreciating your employees.,"Sentiment(polarity=-0.11666666666666665, subjectivity=0.15555555555555556)",0.0,0.0,neu
231,Improve internal mobility and work on internal talent development and retention.,Improve internal mobility and work on internal talent development and retention.,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,neu
232,Cherish your people!  Analytical minds are your core asset.,Cherish your people!  Analytical minds are your core asset.,"Sentiment(polarity=0.0, subjectivity=0.0)",-0.07013888888888889,0.19097222222222224,neg
233,"Taper down the NY big corporate tone. After all, people who get things done are located in other offices. Value your employee with promotions, not stagnant wages and no development.","Taper down the NY big corporate tone. After all, people who get things done are located in other offices. Value your employee with promotions, not stagnant wages and no development.","Sentiment(polarity=-0.07013888888888889, subjectivity=0.19097222222222224)",0.2,0.2,pos
234,Who would listen really? So I rest my case.,Who would listen really? So I rest my case.,"Sentiment(polarity=0.2, subjectivity=0.2)",-0.3,0.48333333333333334,neg
235,Transparency works both ways not just for the public eye. Alot of employees are unhappy because noone is saying anything.,Transparency works both ways not just for the public eye. Alot of employees are unhappy because noone is saying anything.,"Sentiment(polarity=-0.3, subjectivity=0.48333333333333334)",0.09814814814814815,0.39629629629629637,pos
236,"Would advise to raise pay to keep top performers.  Even though it seems this is the rating agency model to tamp down on salaries, it would pay off in the long run to keep the brightest employees.","Would advise to raise pay to keep top performers.  Even though it seems this is the rating agency model to tamp down on salaries, it would pay off in the long run to keep the brightest employees.","Sentiment(polarity=0.09814814814814815, subjectivity=0.39629629629629637)",0.4125,0.8,pos
237,Keep up the good work; I applaud your ability to maximize shareholder value in the monopoly you took over. Cash in those stock options before the decline in market share. Citi model seems to be working well so far!,Keep up the good work; I applaud your ability to maximize shareholder value in the monopoly you took over. Cash in those stock options before the decline in market share. Citi model seems to be working well so far!,"Sentiment(polarity=0.4125, subjectivity=0.8)",0.1125,0.6,pos
238,"The top leadership changes had critical impact across entire corporation. Employees understand need to change, adapt and modernize but was handled poorly and at expense of dedicated employees. Look at ratio between consultants, legal, compliance and analysts -- there is a significant imbalance.","The top leadership changes had critical impact across entire corporation. Employees understand need to change, adapt and modernize but was handled poorly and at expense of dedicated employees. Look at ratio between consultants, legal, compliance and analysts -- there is a significant imbalance.","Sentiment(polarity=0.1125, subjectivity=0.6)",0.5,0.5,pos
239,Invest more funding in better more efficient technology,Invest more funding in better more efficient technology,"Sentiment(polarity=0.5, subjectivity=0.5)",0.0,0.0,neu
240,#NAME?,#NAME?,"Sentiment(polarity=0.0, subjectivity=0.0)",0.31,0.52,pos
241,"You are destroying an excellent and profitable franchise. Your strategy might increase the margins over the short term, but you need to focus on the credit analytics and retain experienced analysts for the long term health of the company. What reason do you think you are offering analysts to stay at S&P?","You are destroying an excellent and profitable franchise. Your strategy might increase the margins over the short term, but you need to focus on the credit analytics and retain experienced analysts for the long term health of the company. What reason do you think you are offering analysts to stay at S&P?","Sentiment(polarity=0.31, subjectivity=0.52)",0.2714285714285714,0.3952380952380953,pos
242,"Too many chiefs not enough Indians. 
Dony think asking us to fill out surveys will give you the truth from employees. Don't tell us to start documenting our projects and hours and telling us McKinsey wants to help us ""streamline""projects. We all know what that means. All the good people are leaving the firm and you let go of all the good senior managers in the last layoff.","Too many chiefs not enough Indians. 
Dony think asking us to fill out surveys will give you the truth from employees. Don't tell us to start documenting our projects and hours and telling us McKinsey wants to help us ""streamline""projects. We all know what that means. All the good people are leaving the firm and you let go of all the good senior managers in the last layoff.","Sentiment(polarity=0.2714285714285714, subjectivity=0.3952380952380953)",0.13636363636363635,0.45454545454545453,pos
243,Onboard new contractors so they know what to expect from the company.,Onboard new contractors so they know what to expect from the company.,"Sentiment(polarity=0.13636363636363635, subjectivity=0.45454545454545453)",0.0,0.0,neu
244,none,none,"Sentiment(polarity=0.0, subjectivity=0.0)",0.28750000000000003,0.6625,pos
245,"This was once a great firm that people were proud to work for. Sadly, it is no more.","This was once a great firm that people were proud to work for. Sadly, it is no more.","Sentiment(polarity=0.28750000000000003, subjectivity=0.6625)",-0.2916666666666667,0.5416666666666666,neg
246,Take a hard look at what is and is not working and listen to the analysts not the shared support groups,Take a hard look at what is and is not working and listen to the analysts not the shared support groups,"Sentiment(polarity=-0.2916666666666667, subjectivity=0.5416666666666666)",0.125,0.1375,pos
247,"have a stable senior management, more cross training opportunities, provide internal promotions instead of hiring from outside","have a stable senior management, more cross training opportunities, provide internal promotions instead of hiring from outside","Sentiment(polarity=0.125, subjectivity=0.1375)",0.1787878787878788,0.5515151515151515,pos
248,"Losing talent over new changes. Employees don't like the new changes going on and you just ignore them and think they will adjust. You only care about saving money not making your employees happy. Run a survey on how many people have left Corp Ratings after consultants came in instead of asking for a weekly ""anonymous"" survey where no will tell the truth of how they really feel. New floor plans are not popular.","Losing talent over new changes. Employees don't like the new changes going on and you just ignore them and think they will adjust. You only care about saving money not making your employees happy. Run a survey on how many people have left Corp Ratings after consultants came in instead of asking for a weekly ""anonymous"" survey where no will tell the truth of how they really feel. New floor plans are not popular.","Sentiment(polarity=0.1787878787878788, subjectivity=0.5515151515151515)",0.08666666666666667,0.44666666666666666,pos
249,"Need to be more innovative, we seem to be stuck in our ways. Less innovation leads to poor public perception and lawsuits from the DOJ.","Need to be more innovative, we seem to be stuck in our ways. Less innovation leads to poor public perception and lawsuits from the DOJ.","Sentiment(polarity=0.08666666666666667, subjectivity=0.44666666666666666)",0.19055555555555553,0.49111111111111116,pos
250,"The easiest thing to do is to cut expenses. In s&p's case revenues will not be impacted and margins will go up. But the quality of the work will go down.

Let analysts be analysts and realize that good analysts need time to do their work. Reduce beurocracy and reward people that work hard, otherwise the talented people will find a job elsewhere.

Stop and think about the company's future, not your compensation today.","The easiest thing to do is to cut expenses. In s&p's case revenues will not be impacted and margins will go up. But the quality of the work will go down.

Let analysts be analysts and realize that good analysts need time to do their work. Reduce beurocracy and reward people that work hard, otherwise the talented people will find a job elsewhere.

Stop and think about the company's future, not your compensation today.","Sentiment(polarity=0.19055555555555553, subjectivity=0.49111111111111116)",-0.25,0.35000000000000003,neg
251,None.  Its a quasi government entity that has no real skin in the game.,None.  Its a quasi government entity that has no real skin in the game.,"Sentiment(polarity=-0.25, subjectivity=0.35000000000000003)",0.0,0.1,neu
252,"Realize that this is a human capital business, and behave as if you value the capital that walks out the door every day.","Realize that this is a human capital business, and behave as if you value the capital that walks out the door every day.","Sentiment(polarity=0.0, subjectivity=0.1)",0.16666666666666669,0.2833333333333333,pos
253,Cut costs in letting go of areas where there are too many managers and less people working on the data,Cut costs in letting go of areas where there are too many managers and less people working on the data,"Sentiment(polarity=0.16666666666666669, subjectivity=0.2833333333333333)",-0.14583333333333334,0.7708333333333333,neg
254,"Never forget those who are the foundation of your support, especially for annual/spot bonuses.  No one works hard all year for just a box of chocolate.","Never forget those who are the foundation of your support, especially for annual/spot bonuses.  No one works hard all year for just a box of chocolate.","Sentiment(polarity=-0.14583333333333334, subjectivity=0.7708333333333333)",0.5,0.5,pos
255,Better focus on analytics and the people,Better focus on analytics and the people,"Sentiment(polarity=0.5, subjectivity=0.5)",0.16666666666666669,0.2833333333333333,pos
256,Stop trying to do more with less.,Stop trying to do more with less.,"Sentiment(polarity=0.16666666666666669, subjectivity=0.2833333333333333)",0.0,0.0,neu
257,Support your employees,Support your employees,"Sentiment(polarity=0.0, subjectivity=0.0)",0.3666666666666667,0.7000000000000001,pos
258,clean house again,clean house again,"Sentiment(polarity=0.3666666666666667, subjectivity=0.7000000000000001)",0.13939393939393938,0.3757575757575758,pos
259,"Standard and Poor's needs to get it's tech up. There was some old technology being used when I was there, but they are working to modernize (there was a CEO change and the new one seems to be more on top of that).","Standard and Poor's needs to get it's tech up. There was some old technology being used when I was there, but they are working to modernize (there was a CEO change and the new one seems to be more on top of that).","Sentiment(polarity=0.13939393939393938, subjectivity=0.3757575757575758)",0.0,0.0,neu
260,People are your asset. Stop outsourcing.,People are your asset. Stop outsourcing.,"Sentiment(polarity=0.0, subjectivity=0.0)",0.5,0.5,pos
261,Update technology; let analysts do their jobs; hire more administrative staff to handle appropriate level work;,Update technology; let analysts do their jobs; hire more administrative staff to handle appropriate level work;,"Sentiment(polarity=0.5, subjectivity=0.5)",0.125,0.475,pos
262,"Be more responsive to employee (current and former) complaints about abusive behavior.
Consult industry specialists to gauge potential impact of across-theon-board cost-saving actions.","Be more responsive to employee (current and former) complaints about abusive behavior.
Consult industry specialists to gauge potential impact of across-theon-board cost-saving actions.","Sentiment(polarity=0.125, subjectivity=0.475)",0.0,0.0,neu
263,Thank you for your continued mentoring!,Thank you for your continued mentoring!,"Sentiment(polarity=0.0, subjectivity=0.0)",0.1875,0.2125,pos
264,Be more aware of how middle management is actually supervising staff.,Be more aware of how middle management is actually supervising staff.,"Sentiment(polarity=0.1875, subjectivity=0.2125)",0.0,0.0,neu
265,Institute and accountability based culture.,Institute and accountability based culture.,"Sentiment(polarity=0.0, subjectivity=0.0)",0.10714285714285714,0.7857142857142857,pos
266,"Understand that the fundamentals of ratings is to give investors an opinion of the credit risk. Allow the analysts to provide analytic. Also know that at times, the analytic is qualitative and not quantitative, so we can't possibly put into numbers why we arrive at a certain rating.","Understand that the fundamentals of ratings is to give investors an opinion of the credit risk. Allow the analysts to provide analytic. Also know that at times, the analytic is qualitative and not quantitative, so we can't possibly put into numbers why we arrive at a certain rating.","Sentiment(polarity=0.10714285714285714, subjectivity=0.7857142857142857)",0.0,0.1,neu
267,need to embrace risk consulting like Moody's and Big Four,need to embrace risk consulting like Moody's and Big Four,"Sentiment(polarity=0.0, subjectivity=0.1)",0.0,0.0,neu
268,Treat workers like you would want to be treated,Treat workers like you would want to be treated,"Sentiment(polarity=0.0, subjectivity=0.0)",0.5,0.5,pos
269,"Help employees grow within the organization, at times I feel I could be challenged way more.","Help employees grow within the organization, at times I feel I could be challenged way more.","Sentiment(polarity=0.5, subjectivity=0.5)",0.0,0.0,neu
270,Invest in your talent instead of downsizing it!!!,Invest in your talent instead of downsizing it!!!,"Sentiment(polarity=0.0, subjectivity=0.0)",0.04375000000000001,0.64375,pos
271,Allow people to do what they were hired to do.   Just because somebody doesn't have an advanced degree doesn't mean they can't do the job.,Allow people to do what they were hired to do.   Just because somebody doesn't have an advanced degree doesn't mean they can't do the job.,"Sentiment(polarity=0.04375000000000001, subjectivity=0.64375)",0.0,0.125,neu
272,The future of the business is technology. Treat your technology team as business partners.,The future of the business is technology. Treat your technology team as business partners.,"Sentiment(polarity=0.0, subjectivity=0.125)",0.7,0.6000000000000001,pos
273,good place to work in NY,good place to work in NY,"Sentiment(polarity=0.7, subjectivity=0.6000000000000001)",0.55,0.7,pos
274,"Be more honest with your employees. Stand up to your responsibilities
 as a manager.","Be more honest with your employees. Stand up to your responsibilities
 as a manager.","Sentiment(polarity=0.55, subjectivity=0.7)",0.0,0.0,neu
275,"This business is management's to lose; focus on the core business, don't over-complicate.","This business is management's to lose; focus on the core business, don't over-complicate.","Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,neu
276,Need to look at people's personality before hiring,Need to look at people's personality before hiring,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,neu
277,Need to optimize resource,Need to optimize resource,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,neu
278,Get leaner,Get leaner,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,neu
279,Hold people accountable for their actions.  There is work to be done.,Hold people accountable for their actions.  There is work to be done.,"Sentiment(polarity=0.0, subjectivity=0.0)",0.17714285714285713,0.3271428571428571,pos
280,"I feel upper management of which I was a part of needs to know who the right people are for the job they need to have done. Some upper management are to big for their own shoes,","I feel upper management of which I was a part of needs to know who the right people are for the job they need to have done. Some upper management are to big for their own shoes,","Sentiment(polarity=0.17714285714285713, subjectivity=0.3271428571428571)",0.0,0.0,neu
281,"should establish career path , well defined goals to employees at the beginning of the year.","should establish career path , well defined goals to employees at the beginning of the year.","Sentiment(polarity=0.0, subjectivity=0.0)",0.18333333333333335,0.4166666666666667,pos
282,Meet more often and on a predictable consistent schedule.,Meet more often and on a predictable consistent schedule.,"Sentiment(polarity=0.18333333333333335, subjectivity=0.4166666666666667)",-0.125,0.1875,neg
283,Learn from the mistakes from the past and reinvent your business. Ignore your competitors ratings and develop a truly independent viewpoint.,Learn from the mistakes from the past and reinvent your business. Ignore your competitors ratings and develop a truly independent viewpoint.,"Sentiment(polarity=-0.125, subjectivity=0.1875)",0.0,0.0,neu
284,Do away with the blocking system in ratings services let your employees grow with in the company,Do away with the blocking system in ratings services let your employees grow with in the company,"Sentiment(polarity=0.0, subjectivity=0.0)",0.14814814814814814,0.32962962962962966,pos
285,good thing this place closed down,good thing this place closed down,"Sentiment(polarity=0.14814814814814814, subjectivity=0.32962962962962966)",0.26666666666666666,0.15,pos
286,Get your house in order internally before you try to win over people on the outside.,Get your house in order internally before you try to win over people on the outside.,"Sentiment(polarity=0.26666666666666666, subjectivity=0.15)",0.5,0.5,pos
287,Mentor more and provide more growth opportunities,Mentor more and provide more growth opportunities,"Sentiment(polarity=0.5, subjectivity=0.5)",-0.275,0.6166666666666667,neg
