,Unnamed: 0,X1,pros_page1,pros_page_rating_value,answer_re,answer_re_oth,answer_re_n
96,97,10,- reasonable pay (not comparable to the banking industry) - opportunities to get promoted (due to high turnover) - good work-life balance,5,- reasonable pay (not comparable to the banking industry) - opportunities to get promoted (due to high turnover) - good work-life balance, reasonable pay not comparable to the banking industry opportunities to get promoted due to high turnover good work life balance,"balance, pay"
97,98,10,"Good office locations, good benefits, access to leading edge financial research, access to clients where you can network. Indices business is a cash cow.",5,"Good office locations, good benefits, access to leading edge financial research, access to clients where you can network. Indices business is a cash cow.",good office locations good benefits access to leading edge financial research access to clients where you can network indices business is a cash cow ,edge
98,99,10,1. The Morgan Stanley DNA 2. Extremely profitable and scalable business model 3. Encouraging regulatory landscape and changing preferences in institutional investment towards increased sophistication in investment process and risk management makes MSCI's future a compelling story,2,. The Morgan Stanley DNA . Extremely profitable and scalable business model . Encouraging regulatory landscape and changing preferences in institutional investment towards increased sophistication in investment process and risk management makes MSCI's future a compelling story, the morgan stanley dna extremely profitable and scalable business model encouraging regulatory landscape and changing preferences in institutional investment towards increased sophistication in investment process and risk management makes msci s future a compelling story,management
99,100,10,"management, ceo, diversity, risk experts",2,"management, ceo, diversity, risk experts",management ceo diversity risk experts,
100,101,11,"Senior Management in Mumbai office excellent, and strive to turn the office into a great place of excellence. The team strives hard to improve its standing among the global offices and has tremendous talent, and will soon become the most important of all Global MSCI Offices. Good work life balance and pushing somebody for output is not encouraged. However, depending on manager, senior managements policies might... not exactly trickle down",3,"Senior Management in Mumbai office excellent, and strive to turn the office into a great place of excellence. The team strives hard to improve its standing among the global offices and has tremendous talent, and will soon become the most important of all Global MSCI Offices. Good work life balance and pushing somebody for output is not encouraged. However, depending on manager, senior managements policies might... not exactly trickle down",senior management in mumbai office excellent and strive to turn the office into a great place of excellence the team strives hard to improve its standing among the global offices and has tremendous talent and will soon become the most important of all global msci offices good work life balance and pushing somebody for output is not encouraged however depending on manager senior managements policies might not exactly trickle down,"balance, place, senior, work, great"
101,102,11,The amount you learn about the investment process and the people you meet are tremendous. The firm will provide growth those strong enough to speak up.,2,The amount you learn about the investment process and the people you meet are tremendous. The firm will provide growth those strong enough to speak up.,the amount you learn about the investment process and the people you meet are tremendous the firm will provide growth those strong enough to speak up ,people
102,103,11,It has a lot of talented energetic people and it is a great place to learn about the investment process.,3,It has a lot of talented energetic people and it is a great place to learn about the investment process.,it has a lot of talented energetic people and it is a great place to learn about the investment process ,"great, talented, people, place"
103,104,11,"Great culture, very bright co-workers and good atmosphere.",2,"Great culture, very bright co-workers and good atmosphere.",great culture very bright co workers and good atmosphere ,
104,105,11,Big compensation Fast growth Interesting business Riskmetrics adds new dimension to it,5,Big compensation Fast growth Interesting business Riskmetrics adds new dimension to it,big compensation fast growth interesting business riskmetrics adds new dimension to it,compensation
105,106,11,"The company has a very strong braintrust among its employees and does a good job attracting talented people (many employees have advanced degrees, impressive backgrounds at others companies and overall are very bright). The culture is pretty relaxed, but everyone works hard - probably around 50-60 hours a week. Mid-level managers are empathetic that career paths at the company are opaque, as they face same... advancement problems. Senior management has copped to being aware of general dissatisfaction with the way the company is structured/run in the past and just completed their company-wide engagement survey. The onus is on them to take action in response to employee feedback.",3,"The company has a very strong braintrust among its employees and does a good job attracting talented people (many employees have advanced degrees, impressive backgrounds at others companies and overall are very bright). The culture is pretty relaxed, but everyone works hard - probably around - hours a week. Mid-level managers are empathetic that career paths at the company are opaque, as they face same... advancement problems. Senior management has copped to being aware of general dissatisfaction with the way the company is structured/run in the past and just completed their company-wide engagement survey. The onus is on them to take action in response to employee feedback.",the company has a very strong braintrust among its employees and does a good job attracting talented people many employees have advanced degrees impressive backgrounds at others companies and overall are very bright the culture is pretty relaxed but everyone works hard probably around hours a week mid level managers are empathetic that career paths at the company are opaque as they face same advancement problems senior management has copped to being aware of general dissatisfaction with the way the company is structured run in the past and just completed their company wide engagement survey the onus is on them to take action in response to employee feedback ,"company, people, culture, management, talented, hours"
106,107,11,"In MSCI, you learn a lot about your job. You don't just encode or copy and paste data, you analyze them.",5,"In MSCI, you learn a lot about your job. You don't just encode or copy and paste data, you analyze them.",in msci you learn a lot about your job you don t just encode or copy and paste data you analyze them ,
107,108,11,"RiskMetrics had a great, laid-back culture, nice people and very good benefits. Compensation was fair compared to other companies, and management generally showed respect for workers. The company seemed to promote a very strong work-life balance.",5,"RiskMetrics had a great, laid-back culture, nice people and very good benefits. Compensation was fair compared to other companies, and management generally showed respect for workers. The company seemed to promote a very strong work-life balance.",riskmetrics had a great laid back culture nice people and very good benefits compensation was fair compared to other companies and management generally showed respect for workers the company seemed to promote a very strong work life balance ,"company, management, people"
108,109,11,Profitable company paying good bonuses,2,Profitable company paying good bonuses,profitable company paying good bonuses,company
109,110,11,"Working to collaborate across businesses, learning a lot from colleagues, open to smart ideas",2,"Working to collaborate across businesses, learning a lot from colleagues, open to smart ideas",working to collaborate across businesses learning a lot from colleagues open to smart ideas,smart
110,111,12,"Some colleagues are great people, lots to learn from them, most people are smart and qualified to do jobs, if not manage others Generally, non-comp benefits are competitive and fair",3,"Some colleagues are great people, lots to learn from them, most people are smart and qualified to do jobs, if not manage others Generally, non-comp benefits are competitive and fair",some colleagues are great people lots to learn from them most people are smart and qualified to do jobs if not manage others generally non comp benefits are competitive and fair,"great, smart, benefits, people"
111,112,12,Hard working individuals supporting solid products. Competitive benefits and salaries offer great balance.,2,Hard working individuals supporting solid products. Competitive benefits and salaries offer great balance.,hard working individuals supporting solid products competitive benefits and salaries offer great balance ,"great, benefits, working"
112,113,12,Good environment Amazing people amazing live/work balance salary,3,Good environment Amazing people amazing live/work balance salary,good environment amazing people amazing live work balance salary,"environment, salary, balance, people"
113,114,12,"Challenging job and worked with a group of very smart individuals. Company planned some fun team building events such as ""Fun Day"" and ""Friday drinks""",2,"Challenging job and worked with a group of very smart individuals. Company planned some fun team building events such as ""Fun Day"" and ""Friday drinks""",challenging job and worked with a group of very smart individuals company planned some fun team building events such as fun day and friday drinks ,smart
114,115,12,MSCI is a leader in the risk management and index business. The company has been growing steadily via strategic acquisitions. Management is very approachable and open. Benefits are attractive.,5,MSCI is a leader in the risk management and index business. The company has been growing steadily via strategic acquisitions. Management is very approachable and open. Benefits are attractive.,msci is a leader in the risk management and index business the company has been growing steadily via strategic acquisitions management is very approachable and open benefits are attractive ,"management, company"
115,116,12,Very Causal and cool and relaxing,3,Very Causal and cool and relaxing,very causal and cool and relaxing,
116,117,12,New technology to learn deal with. Hmm having a really hard time comming up with pros for this company after working for them for 8 years.,5,New technology to learn deal with. Hmm having a really hard time comming up with pros for this company after working for them for years.,new technology to learn deal with hmm having a really hard time comming up with pros for this company after working for them for years ,"company, working"
117,118,12,"Great people, good place to learn finance basics, recognized brands, networking (tip: stay in touch with people leaving the company for future career opportunities).",5,"Great people, good place to learn finance basics, recognized brands, networking (tip: stay in touch with people leaving the company for future career opportunities).",great people good place to learn finance basics recognized brands networking tip stay in touch with people leaving the company for future career opportunities ,"company, place, people"
118,119,12,"People, Work environment, Learn a lot, systems and technology, movility",2,"People, Work environment, Learn a lot, systems and technology, movility",people work environment learn a lot systems and technology movility,
119,120,12,"It's a place with excellent teamwork / collaboration, and excellent work environment, ranging from local duties to global responsibilites. There are several interesting projects in development all the time, and they take your collaboration and opinions seriously. There are also some good career development opportunities along the way, and they care about their employees.",2,"It's a place with excellent teamwork / collaboration, and excellent work environment, ranging from local duties to global responsibilites. There are several interesting projects in development all the time, and they take your collaboration and opinions seriously. There are also some good career development opportunities along the way, and they care about their employees.",it s a place with excellent teamwork collaboration and excellent work environment ranging from local duties to global responsibilites there are several interesting projects in development all the time and they take your collaboration and opinions seriously there are also some good career development opportunities along the way and they care about their employees ,"work, place"
120,121,15,Lots of work u need to do.,3,Lots of work u need to do.,lots of work u need to do ,work
121,122,15,"Friendly senior management, good work culture",2,"Friendly senior management, good work culture",friendly senior management good work culture,"culture, work, senior"
122,123,15,"comfortable and easy job, you have enough time to improve yourself.",3,"comfortable and easy job, you have enough time to improve yourself.",comfortable and easy job you have enough time to improve yourself ,
123,124,15,Index products are good and are righty labeled as industry standard.,2,Index products are good and are righty labeled as industry standard.,index products are good and are righty labeled as industry standard ,
124,125,15,"Good package, good profiles, Good reviews from collegues",5,"Good package, good profiles, Good reviews from collegues",good package good profiles good reviews from collegues,
125,126,15,Training was a priority by management,3,Training was a priority by management,training was a priority by management,management
126,127,15,"My four year stint with the company provided me a training ground for further jobs in the field of financial research. I enjoyed the training they provided including the trip to the headquarters. Almost all employees are like-minded and enjoyed each others company even outside the workplace. Furthermore, there were bonuses commensurate to performance so everyone is motivated to do their best.",5,"My four year stint with the company provided me a training ground for further jobs in the field of financial research. I enjoyed the training they provided including the trip to the headquarters. Almost all employees are like-minded and enjoyed each others company even outside the workplace. Furthermore, there were bonuses commensurate to performance so everyone is motivated to do their best.",my four year stint with the company provided me a training ground for further jobs in the field of financial research i enjoyed the training they provided including the trip to the headquarters almost all employees are like minded and enjoyed each others company even outside the workplace furthermore there were bonuses commensurate to performance so everyone is motivated to do their best ,company
127,128,15,People doing the actual work are very smart.,5,People doing the actual work are very smart.,people doing the actual work are very smart ,work
128,129,15,"Opportunity to work closely with people in different countries, employees are well compensated and management is very good at watching the bottom line",2,"Opportunity to work closely with people in different countries, employees are well compensated and management is very good at watching the bottom line",opportunity to work closely with people in different countries employees are well compensated and management is very good at watching the bottom line,"work, management, people"
129,130,15,"- There are great benefits at MSCI. Women get 16 weeks of maternity leave and men get 2 weeks of paternity leave. There are discounts to local gyms, yoga in the office, etc... - Office has amazing views.",2,"- There are great benefits at MSCI. Women get weeks of maternity leave and men get weeks of paternity leave. There are discounts to local gyms, yoga in the office, etc... - Office has amazing views.", there are great benefits at msci women get weeks of maternity leave and men get weeks of paternity leave there are discounts to local gyms yoga in the office etc office has amazing views ,"great, benefits"
130,131,16,"Interesting Industry, High Exposure to portfolio management.",3,"Interesting Industry, High Exposure to portfolio management.",interesting industry high exposure to portfolio management ,
131,132,16,The company is great to learn as far as you want to. There are very smart and highly academical and technical trained people but they are not located in Emerging Markets.,2,The company is great to learn as far as you want to. There are very smart and highly academical and technical trained people but they are not located in Emerging Markets.,the company is great to learn as far as you want to there are very smart and highly academical and technical trained people but they are not located in emerging markets ,"great, smart, company, people"
132,133,16,"you could touch many different fields, such as portfolio management and risk management, both local and global market, equity and fixed income.",3,"you could touch many different fields, such as portfolio management and risk management, both local and global market, equity and fixed income.",you could touch many different fields such as portfolio management and risk management both local and global market equity and fixed income ,management
133,134,16,Flexible work time; Good work life balance; Compensation is on par with industry average;,2,Flexible work time; Good work life balance; Compensation is on par with industry average;,flexible work time good work life balance compensation is on par with industry average ,work
134,135,16,good benefits. Can be a good place to start career,5,good benefits. Can be a good place to start career,good benefits can be a good place to start career,place
135,136,16,"time flexibility: you can arrive late once in a while, and for a doctor appointment, you can leave early Nice colleagues: not very smart but yes, good at work and very professional",3,"time flexibility: you can arrive late once in a while, and for a doctor appointment, you can leave early Nice colleagues: not very smart but yes, good at work and very professional",time flexibility you can arrive late once in a while and for a doctor appointment you can leave early nice colleagues not very smart but yes good at work and very professional,"smart, work"
136,137,16,The company has moved a new location which is close to metro,5,The company has moved a new location which is close to metro,the company has moved a new location which is close to metro,company
137,138,16,"A good place to start your career, nice atmosphere, felxible working hours and some experienced collegaues to learn from. International operation is also a plus (fun to work with Berkeley and Beijing at the same time)",5,"A good place to start your career, nice atmosphere, felxible working hours and some experienced collegaues to learn from. International operation is also a plus (fun to work with Berkeley and Beijing at the same time)",a good place to start your career nice atmosphere felxible working hours and some experienced collegaues to learn from international operation is also a plus fun to work with berkeley and beijing at the same time ,"work, place, hours, working"
138,139,16,"Great learning experience, got to work on current technologies.",2,"Great learning experience, got to work on current technologies.",great learning experience got to work on current technologies ,work
139,140,16,"Absolute supportive company, no matter what your special situation a solution is found. Good wage in comparisation to other companies in the branch, Christmas money, Bonus if the company did have profit, so everybody is keen on making sure it does! Quality office environment, centralized location, super cooperative colleges, all fully set on making your work be successful.",2,"Absolute supportive company, no matter what your special situation a solution is found. Good wage in comparisation to other companies in the branch, Christmas money, Bonus if the company did have profit, so everybody is keen on making sure it does! Quality office environment, centralized location, super cooperative colleges, all fully set on making your work be successful.",absolute supportive company no matter what your special situation a solution is found good wage in comparisation to other companies in the branch christmas money bonus if the company did have profit so everybody is keen on making sure it does quality office environment centralized location super cooperative colleges all fully set on making your work be successful ,"work, company"
140,141,19,"Good salary, decent benefits, smart people. Many people at the lower levels of the organization want to do the right thing for the business and its customers. Their best efforts are good intentions often fail due to lack of senior management support and resources.",3,"Good salary, decent benefits, smart people. Many people at the lower levels of the organization want to do the right thing for the business and its customers. Their best efforts are good intentions often fail due to lack of senior management support and resources.",good salary decent benefits smart people many people at the lower levels of the organization want to do the right thing for the business and its customers their best efforts are good intentions often fail due to lack of senior management support and resources ,"senior, smart, management, people"
141,142,19,MSCI consists of young and talented employees. This helps in bringing new ideas and values into the firm and thereby enables the firm to forge ahead.,2,MSCI consists of young and talented employees. This helps in bringing new ideas and values into the firm and thereby enables the firm to forge ahead.,msci consists of young and talented employees this helps in bringing new ideas and values into the firm and thereby enables the firm to forge ahead ,talented
142,143,19,Very talented workforce working shoulder to shoulder to service the most talented clientele. Also a very collegial environment and very humane people.,3,Very talented workforce working shoulder to shoulder to service the most talented clientele. Also a very collegial environment and very humane people.,very talented workforce working shoulder to shoulder to service the most talented clientele also a very collegial environment and very humane people ,"environment, talented, working"
143,144,19,"Work environment, learning opportunities. Reasonable salary hikes each year. (10-15%) for 5 star performers it can be more! can be even 30% on absolutely exceptional situations! Bonuses now a days upto 20%.",2,"Work environment, learning opportunities. Reasonable salary hikes each year. (-%) for star performers it can be more! can be even % on absolutely exceptional situations! Bonuses now a days upto %.",work environment learning opportunities reasonable salary hikes each year for star performers it can be more can be even on absolutely exceptional situations bonuses now a days upto ,salary
144,145,19,"good exposure to asset owners, investment management and asset allocation and/or risk smart and knowledgeable colleagues",5,"good exposure to asset owners, investment management and asset allocation and/or risk smart and knowledgeable colleagues",good exposure to asset owners investment management and asset allocation and or risk smart and knowledgeable colleagues,"smart, management"
145,146,19,Dynamic workplace. Some awesome people and culture in certain offices.,3,Dynamic workplace. Some awesome people and culture in certain offices.,dynamic workplace some awesome people and culture in certain offices ,"culture, people"
146,147,19,Work Environment (Most people in Norman are great) Vacation and sick leaves Benefits Fun Days Location (cheap living cost thus low salary I guess) College Town thus College Football,5,Work Environment (Most people in Norman are great) Vacation and sick leaves Benefits Fun Days Location (cheap living cost thus low salary I guess) College Town thus College Football,work environment most people in norman are great vacation and sick leaves benefits fun days location cheap living cost thus low salary i guess college town thus college football,"salary, people"
147,148,19,technology but sometimes interrupted market news when IT depts can work at once hr sometimes ok but not everywhere,5,technology but sometimes interrupted market news when IT depts can work at once hr sometimes ok but not everywhere,technology but sometimes interrupted market news when it depts can work at once hr sometimes ok but not everywhere,work
148,149,19,Great attitude of co-workers. Managers respect your life outside the job. You can take your vacations days without your manager making any comments about it.,2,Great attitude of co-workers. Managers respect your life outside the job. You can take your vacations days without your manager making any comments about it.,great attitude of co workers managers respect your life outside the job you can take your vacations days without your manager making any comments about it ,
149,150,19,- Some very smart people at the top of their games doing some great work. - Very international. - Benefits are generous.,2,- Some very smart people at the top of their games doing some great work. - Very international. - Benefits are generous., some very smart people at the top of their games doing some great work very international benefits are generous ,"great, smart, people"
150,151,20,Company pays good salary to get talent from Indiian market,3,Company pays good salary to get talent from Indiian market,company pays good salary to get talent from indiian market,salary
151,152,20,ok for graduate as career begining,2,ok for graduate as career begining,ok for graduate as career begining,
152,153,20,Very comforble and warm working environment. Very rich culture. Lots of learming opportuniies. Benifits are reasonable good. Nice and right business models.,3,Very comforble and warm working environment. Very rich culture. Lots of learming opportuniies. Benifits are reasonable good. Nice and right business models.,very comforble and warm working environment very rich culture lots of learming opportuniies benifits are reasonable good nice and right business models ,working
153,154,20,"Good work environment, team work is vert good and good initial salary.",2,"Good work environment, team work is vert good and good initial salary.",good work environment team work is vert good and good initial salary ,work
154,155,20,Fair and open in communication.,5,Fair and open in communication.,fair and open in communication ,
155,156,20,"Good atmosphere and fun colleagues. The work is not necessarily rewarding, but can be interesting. A good place to start off and learn the finance industry. Pay is competitive but not excessive. Top workers are rewarded.",3,"Good atmosphere and fun colleagues. The work is not necessarily rewarding, but can be interesting. A good place to start off and learn the finance industry. Pay is competitive but not excessive. Top workers are rewarded.",good atmosphere and fun colleagues the work is not necessarily rewarding but can be interesting a good place to start off and learn the finance industry pay is competitive but not excessive top workers are rewarded ,"work, place"
156,157,20,"My career was taken to the next level at this company and I will be forever grateful for this opportunity. In my experience, hard work and a demonstrated results will get you places. In recent years the company has really worked hard to improve the career development of its employees -previously it was sorely lacking. There was some good training sessions that I found very valuable.",5,"My career was taken to the next level at this company and I will be forever grateful for this opportunity. In my experience, hard work and a demonstrated results will get you places. In recent years the company has really worked hard to improve the career development of its employees -previously it was sorely lacking. There was some good training sessions that I found very valuable.",my career was taken to the next level at this company and i will be forever grateful for this opportunity in my experience hard work and a demonstrated results will get you places in recent years the company has really worked hard to improve the career development of its employees previously it was sorely lacking there was some good training sessions that i found very valuable ,"work, company"
157,158,20,None whatsoever about this company,5,None whatsoever about this company,none whatsoever about this company,company
158,159,20,Good culture and interesting work,2,Good culture and interesting work,good culture and interesting work,"culture, work"
159,160,20,Good salary compared to market average Health insurance Retirement saving account Several round recruitment process to ensure the very high quality staff (except middle management and above),2,Good salary compared to market average Health insurance Retirement saving account Several round recruitment process to ensure the very high quality staff (except middle management and above),good salary compared to market average health insurance retirement saving account several round recruitment process to ensure the very high quality staff except middle management and above ,"salary, management, insurance"
160,161,21,"Very flexible work schedule, good pay and benefits.",3,"Very flexible work schedule, good pay and benefits.",very flexible work schedule good pay and benefits ,"work, flexible, pay"
161,162,21,"some interesting work being done, flexible work schedule, low stress",2,"some interesting work being done, flexible work schedule, low stress",some interesting work being done flexible work schedule low stress,"work, flexible"
162,163,21,great company in growth mode with plenty of interesting development areas,3,great company in growth mode with plenty of interesting development areas,great company in growth mode with plenty of interesting development areas,"great, company"
163,164,21,Is good because you have good opportunity to learn,2,Is good because you have good opportunity to learn,is good because you have good opportunity to learn,
164,165,21,"The ever changing middle and lower level staff from all over. More and more are leaving unfortunately, when they realize no great advances unless connected or brilliant manipulators. A potential for good mix of companies, but too many alienated and deceptive things.",5,"The ever changing middle and lower level staff from all over. More and more are leaving unfortunately, when they realize no great advances unless connected or brilliant manipulators. A potential for good mix of companies, but too many alienated and deceptive things.",the ever changing middle and lower level staff from all over more and more are leaving unfortunately when they realize no great advances unless connected or brilliant manipulators a potential for good mix of companies but too many alienated and deceptive things ,great
165,166,21,Riskmetrics was a start-up inhabiting the body of a publicly traded financial firm. It was a magnet for people who loved finance but weren't big fans of Wall Street's cultural rot. Working there was a privilege.,3,Riskmetrics was a start-up inhabiting the body of a publicly traded financial firm. It was a magnet for people who loved finance but weren't big fans of Wall Street's cultural rot. Working there was a privilege.,riskmetrics was a start up inhabiting the body of a publicly traded financial firm it was a magnet for people who loved finance but weren t big fans of wall street s cultural rot working there was a privilege ,people
166,167,21,"Good salary and compensation package (Life insurance, pension fund payment, bonus, 1 month extra payment, high salary). Very nice office environment.",5,"Good salary and compensation package (Life insurance, pension fund payment, bonus, month extra payment, high salary). Very nice office environment.",good salary and compensation package life insurance pension fund payment bonus month extra payment high salary very nice office environment ,"compensation, salary"
167,168,21,"Je zou echt genieten van het werken met MSCI als je van grote hoeveelheden data geniet, dit is een erg breed spectrum die het verzamelen, controleren en analyseren omvat. Bovendien, de werkomgeving is er ontspannen vergeleken met andere investering analytici en financiële instellingen. Hoewel er veel druk ligt op de werk nauwkeurigheid, is het behapbaar, vooral als je erg open staat en enthousiast bent over het... leren van nieuwe dingen en processen. Een erg belangrijk onderdeel van het werken in MSCI is dat je veel inzicht moet hebben in het gebruik en impact van jouw werk op de klant.",5,"Je zou echt genieten van het werken met MSCI als je van grote hoeveelheden data geniet, dit is een erg breed spectrum die het verzamelen, controleren en analyseren omvat. Bovendien, de werkomgeving is er ontspannen vergeleken met andere investering analytici en financiële instellingen. Hoewel er veel druk ligt op de werk nauwkeurigheid, is het behapbaar, vooral als je erg open staat en enthousiast bent over het... leren van nieuwe dingen en processen. Een erg belangrijk onderdeel van het werken in MSCI is dat je veel inzicht moet hebben in het gebruik en impact van jouw werk op de klant.",je zou echt genieten van het werken met msci als je van grote hoeveelheden data geniet dit is een erg breed spectrum die het verzamelen controleren en analyseren omvat bovendien de werkomgeving is er ontspannen vergeleken met andere investering analytici en financiële instellingen hoewel er veel druk ligt op de werk nauwkeurigheid is het behapbaar vooral als je erg open staat en enthousiast bent over het leren van nieuwe dingen en processen een erg belangrijk onderdeel van het werken in msci is dat je veel inzicht moet hebben in het gebruik en impact van jouw werk op de klant ,
168,169,21,Solid research teams across Barra and Index,2,Solid research teams across Barra and Index,solid research teams across barra and index,
169,170,21,"Interesting people and industry, good products, strong ethics. Compensation is ok, but not industry leading.",2,"Interesting people and industry, good products, strong ethics. Compensation is ok, but not industry leading.",interesting people and industry good products strong ethics compensation is ok but not industry leading ,people
170,171,22,"Pay is OK but only at the higher title levels. Domain and analytical work itself can be highly interesting and challenging, if not for the corporate bureaucracy and infighting that impedes progress. Decent benefits such as medical, vision, 401k, etc.",3,"Pay is OK but only at the higher title levels. Domain and analytical work itself can be highly interesting and challenging, if not for the corporate bureaucracy and infighting that impedes progress. Decent benefits such as medical, vision, k, etc.",pay is ok but only at the higher title levels domain and analytical work itself can be highly interesting and challenging if not for the corporate bureaucracy and infighting that impedes progress decent benefits such as medical vision k etc ,"work, benefits"
171,172,22,Can maintain good work/life balance,2,Can maintain good work/life balance,can maintain good work life balance,balance
172,173,22,"Some smart people around. Competitors aren't much better. Dynamic culture. Lots of aggressive managers, male and female. It's like Wall Street without the big bonuses",3,"Some smart people around. Competitors aren't much better. Dynamic culture. Lots of aggressive managers, male and female. It's like Wall Street without the big bonuses",some smart people around competitors aren t much better dynamic culture lots of aggressive managers male and female it s like wall street without the big bonuses,"smart, people"
173,174,22,"Great working culture, smart and nice people around",2,"Great working culture, smart and nice people around",great working culture smart and nice people around,"smart, people, working"
174,175,22,Array of talented junior reports Possible career growth though very slow because of terrible team dynamics and shaky HR A yearly Fun Day,5,Array of talented junior reports Possible career growth though very slow because of terrible team dynamics and shaky HR A yearly Fun Day,array of talented junior reports possible career growth though very slow because of terrible team dynamics and shaky hr a yearly fun day,talented
175,176,22,Pay is good if you negotiate well. they generally offer you a handsome amount which will satisfy most.,3,Pay is good if you negotiate well. they generally offer you a handsome amount which will satisfy most.,pay is good if you negotiate well they generally offer you a handsome amount which will satisfy most ,
176,177,22,"The company seems to care a lot about morale, fun days every summer, recreational activities over lunch. liberal leave and telework policies.",5,"The company seems to care a lot about morale, fun days every summer, recreational activities over lunch. liberal leave and telework policies.",the company seems to care a lot about morale fun days every summer recreational activities over lunch liberal leave and telework policies ,company
177,178,22,"RiskMetrics had a culture that promoted and rewarded competence, and strong hiring practices that ensured you would be working alongside people who were good at what they did. Senior management promoted an egalitarian culture that is uncommon in the finance industry, and put real effort into making everyone feel valued. Risk-taking was encouraged, and failure was generally seen as a learning experience that... wouldn't necessarily cost anyone their job or seriously damage their career. The best part for me was being surrounded by smart colleagues who were strongly committed, challenged me and helped me raise my game, no matter what the context. It wasn't always fun, but it was always worth the effort.",5,"RiskMetrics had a culture that promoted and rewarded competence, and strong hiring practices that ensured you would be working alongside people who were good at what they did. Senior management promoted an egalitarian culture that is uncommon in the finance industry, and put real effort into making everyone feel valued. Risk-taking was encouraged, and failure was generally seen as a learning experience that... wouldn't necessarily cost anyone their job or seriously damage their career. The best part for me was being surrounded by smart colleagues who were strongly committed, challenged me and helped me raise my game, no matter what the context. It wasn't always fun, but it was always worth the effort.",riskmetrics had a culture that promoted and rewarded competence and strong hiring practices that ensured you would be working alongside people who were good at what they did senior management promoted an egalitarian culture that is uncommon in the finance industry and put real effort into making everyone feel valued risk taking was encouraged and failure was generally seen as a learning experience that wouldn t necessarily cost anyone their job or seriously damage their career the best part for me was being surrounded by smart colleagues who were strongly committed challenged me and helped me raise my game no matter what the context it wasn t always fun but it was always worth the effort ,"people, culture, smart, management, working"
178,179,22,"Great work culture and work life balance, flat organizational structure with no boundaries between senior and junior employees, casual culture.",2,"Great work culture and work life balance, flat organizational structure with no boundaries between senior and junior employees, casual culture.",great work culture and work life balance flat organizational structure with no boundaries between senior and junior employees casual culture ,"culture, work, senior"
179,180,22,Great place to experience the inner workings and depth of Barra's data based models. Notice that positions are often heavy on the computer analysis and programming side of finance.,2,Great place to experience the inner workings and depth of Barra's data based models. Notice that positions are often heavy on the computer analysis and programming side of finance.,great place to experience the inner workings and depth of barra s data based models notice that positions are often heavy on the computer analysis and programming side of finance ,place
180,181,23,Very good enviroment and benefits,3,Very good enviroment and benefits,very good enviroment and benefits,benefits
181,182,23,"Der Markenname öffnet Türen und ermöglicht interessante Kontakte Relative Freiheit bei der Berufsausübung, solange alles klappt Gute theoretische Forschung, intellektuell fordernd Besser organisierte Abläufe als manche größere Organisationen",2,"Der Markenname öffnet Türen und ermöglicht interessante Kontakte Relative Freiheit bei der Berufsausübung, solange alles klappt Gute theoretische Forschung, intellektuell fordernd Besser organisierte Abläufe als manche größere Organisationen",der markenname öffnet türen und ermöglicht interessante kontakte relative freiheit bei der berufsausübung solange alles klappt gute theoretische forschung intellektuell fordernd besser organisierte abläufe als manche größere organisationen,
182,183,23,1. Hire good peoples 2. Good for learning 3. Growth Opportunity,3,. Hire good peoples . Good for learning . Growth Opportunity, hire good peoples good for learning growth opportunity,
183,184,23,You will have many opportunities to work with people all over the world and learn from them. People are mostly responsible here. The job is good in work-life balance.,2,You will have many opportunities to work with people all over the world and learn from them. People are mostly responsible here. The job is good in work-life balance.,you will have many opportunities to work with people all over the world and learn from them people are mostly responsible here the job is good in work life balance ,"work, people"
184,185,23,"You get good Work/life balance, time-office policies, and work Enviroment.",5,"You get good Work/life balance, time-office policies, and work Enviroment.",you get good work life balance time office policies and work enviroment ,work
185,186,23,The people are great. Plenty of interesting work to do so there is always a way to demonstrate skills and get ahead.,3,The people are great. Plenty of interesting work to do so there is always a way to demonstrate skills and get ahead.,the people are great plenty of interesting work to do so there is always a way to demonstrate skills and get ahead ,"work, people"
186,187,23,On the face they seem to pay well but the salaries are kept relatively same for prolonged periods of time. Most of their benefits have a lock in for a min of 2 years.,5,On the face they seem to pay well but the salaries are kept relatively same for prolonged periods of time. Most of their benefits have a lock in for a min of years.,on the face they seem to pay well but the salaries are kept relatively same for prolonged periods of time most of their benefits have a lock in for a min of years ,"pay, benefits"
187,188,23,"Some wonderful, talented people trying to help company grow. Compan yitself trying to grow but needs lot of help and organization. Finally some of sr management waking up to challenge the more chaotic, abusive even, colleagues, some of whom are finally starting to wake up and move to companies which they can more easily handle. Some of it all still a strange golf club of associations and laziness.",5,"Some wonderful, talented people trying to help company grow. Compan yitself trying to grow but needs lot of help and organization. Finally some of sr management waking up to challenge the more chaotic, abusive even, colleagues, some of whom are finally starting to wake up and move to companies which they can more easily handle. Some of it all still a strange golf club of associations and laziness.",some wonderful talented people trying to help company grow compan yitself trying to grow but needs lot of help and organization finally some of sr management waking up to challenge the more chaotic abusive even colleagues some of whom are finally starting to wake up and move to companies which they can more easily handle some of it all still a strange golf club of associations and laziness ,"company, management, talented, people"
188,189,23,There are some good people who know how to treat people decently and want to try to create a decent work environment. Pay is good.,2,There are some good people who know how to treat people decently and want to try to create a decent work environment. Pay is good.,there are some good people who know how to treat people decently and want to try to create a decent work environment pay is good ,"work, people"
